Region,Region Code,Year,Measure,Age,Value,Value Unit,Value Label,Null Reason
Gisborne,Gisborne Region,2006,Age in broad groups for the census usually resident population count,*-14,11652,number,Number of people,
Gisborne,Gisborne Region,2006,Age in broad groups for the census usually resident population count,15-64,27501,number,Number of people,
Gisborne,Gisborne Region,2006,Age in broad groups for the census usually resident population count,65-*,5346,number,Number of people,
Gisborne,Gisborne Region,2006,Age in broad groups for the census usually resident population count,Total people,44499,number,Number of people,
Gisborne,Gisborne Region,2013,Age in broad groups for the census usually resident population count,*-14,10731,number,Number of people,
Gisborne,Gisborne Region,2013,Age in broad groups for the census usually resident population count,15-64,26799,number,Number of people,
Gisborne,Gisborne Region,2013,Age in broad groups for the census usually resident population count,65-*,6126,number,Number of people,
Gisborne,Gisborne Region,2013,Age in broad groups for the census usually resident population count,Total people,43653,number,Number of people,
Hawke's Bay,Hawke's Bay Region,2001,Age in five-year groups for the census usually resident population count,0-4,10782,number,Number of people,
Hawke's Bay,Hawke's Bay Region,2001,Age in five-year groups for the census usually resident population count,5-9,11739,number,Number of people,
Hawke's Bay,Hawke's Bay Region,2001,Age in five-year groups for the census usually resident population count,10-14,12171,number,Number of people,
Hawke's Bay,Hawke's Bay Region,2001,Age in five-year groups for the census usually resident population count,15-19,9888,number,Number of people,
Hawke's Bay,Hawke's Bay Region,2001,Age in five-year groups for the census usually resident population count,20-24,7371,number,Number of people,
Hawke's Bay,Hawke's Bay Region,2001,Age in five-year groups for the census usually resident population count,25-29,8391,number,Number of people,
Hawke's Bay,Hawke's Bay Region,2001,Age in five-year groups for the census usually resident population count,30-34,9363,number,Number of people,
Hawke's Bay,Hawke's Bay Region,2001,Age in five-year groups for the census usually resident population count,35-39,10617,number,Number of people,
Hawke's Bay,Hawke's Bay Region,2001,Age in five-year groups for the census usually resident population count,40-44,10767,number,Number of people,
Hawke's Bay,Hawke's Bay Region,2001,Age in five-year groups for the census usually resident population count,45-49,9663,number,Number of people,
Hawke's Bay,Hawke's Bay Region,2001,Age in five-year groups for the census usually resident population count,50-54,9456,number,Number of people,
Hawke's Bay,Hawke's Bay Region,2001,Age in five-year groups for the census usually resident population count,55-59,7311,number,Number of people,
Hawke's Bay,Hawke's Bay Region,2001,Age in five-year groups for the census usually resident population count,60-64,6264,number,Number of people,
Hawke's Bay,Hawke's Bay Region,2001,Age in five-year groups for the census usually resident population count,65-*,19161,number,Number of people,
Hawke's Bay,Hawke's Bay Region,2001,Age in five-year groups for the census usually resident population count,Total people,142947,number,Number of people,
Hawke's Bay,Hawke's Bay Region,2006,Age in five-year groups for the census usually resident population count,0-4,10440,number,Number of people,
Hawke's Bay,Hawke's Bay Region,2006,Age in five-year groups for the census usually resident population count,5-9,11355,number,Number of people,
Hawke's Bay,Hawke's Bay Region,2006,Age in five-year groups for the census usually resident population count,10-14,12192,number,Number of people,
Hawke's Bay,Hawke's Bay Region,2006,Age in five-year groups for the census usually resident population count,15-19,10722,number,Number of people,
Hawke's Bay,Hawke's Bay Region,2006,Age in five-year groups for the census usually resident population count,20-24,7464,number,Number of people,
Hawke's Bay,Hawke's Bay Region,2006,Age in five-year groups for the census usually resident population count,25-29,7482,number,Number of people,
Hawke's Bay,Hawke's Bay Region,2006,Age in five-year groups for the census usually resident population count,30-34,9075,number,Number of people,
Hawke's Bay,Hawke's Bay Region,2006,Age in five-year groups for the census usually resident population count,35-39,10068,number,Number of people,
Hawke's Bay,Hawke's Bay Region,2006,Age in five-year groups for the census usually resident population count,40-44,11274,number,Number of people,
Hawke's Bay,Hawke's Bay Region,2006,Age in five-year groups for the census usually resident population count,45-49,10824,number,Number of people,
Hawke's Bay,Hawke's Bay Region,2006,Age in five-year groups for the census usually resident population count,50-54,9702,number,Number of people,
Hawke's Bay,Hawke's Bay Region,2006,Age in five-year groups for the census usually resident population count,55-59,9480,number,Number of people,
Hawke's Bay,Hawke's Bay Region,2006,Age in five-year groups for the census usually resident population count,60-64,7206,number,Number of people,
Hawke's Bay,Hawke's Bay Region,2006,Age in five-year groups for the census usually resident population count,65-*,20493,number,Number of people,
Hawke's Bay,Hawke's Bay Region,2006,Age in five-year groups for the census usually resident population count,Total people,147783,number,Number of people,
Hawke's Bay,Hawke's Bay Region,2013,Age in five-year groups for the census usually resident population count,0-4,10878,number,Number of people,
Hawke's Bay,Hawke's Bay Region,2013,Age in five-year groups for the census usually resident population count,5-9,10839,number,Number of people,
Hawke's Bay,Hawke's Bay Region,2013,Age in five-year groups for the census usually resident population count,10-14,11178,number,Number of people,
Hawke's Bay,Hawke's Bay Region,2013,Age in five-year groups for the census usually resident population count,15-19,10092,number,Number of people,
Hawke's Bay,Hawke's Bay Region,2013,Age in five-year groups for the census usually resident population count,20-24,7935,number,Number of people,
Hawke's Bay,Hawke's Bay Region,2013,Age in five-year groups for the census usually resident population count,25-29,7212,number,Number of people,
Hawke's Bay,Hawke's Bay Region,2013,Age in five-year groups for the census usually resident population count,30-34,7398,number,Number of people,
Hawke's Bay,Hawke's Bay Region,2013,Age in five-year groups for the census usually resident population count,35-39,8793,number,Number of people,
Hawke's Bay,Hawke's Bay Region,2013,Age in five-year groups for the census usually resident population count,40-44,10398,number,Number of people,
Hawke's Bay,Hawke's Bay Region,2013,Age in five-year groups for the census usually resident population count,45-49,10512,number,Number of people,
Hawke's Bay,Hawke's Bay Region,2013,Age in five-year groups for the census usually resident population count,50-54,11127,number,Number of people,
Hawke's Bay,Hawke's Bay Region,2013,Age in five-year groups for the census usually resident population count,55-59,9870,number,Number of people,
Hawke's Bay,Hawke's Bay Region,2013,Age in five-year groups for the census usually resident population count,60-64,9489,number,Number of people,
Hawke's Bay,Hawke's Bay Region,2013,Age in five-year groups for the census usually resident population count,65-*,25461,number,Number of people,
Hawke's Bay,Hawke's Bay Region,2013,Age in five-year groups for the census usually resident population count,Total people,151179,number,Number of people,
Hawke's Bay,Hawke's Bay Region,2001,Age in broad groups for the census usually resident population count,*-14,34689,number,Number of people,
Hawke's Bay,Hawke's Bay Region,2001,Age in broad groups for the census usually resident population count,15-64,89100,number,Number of people,
Hawke's Bay,Hawke's Bay Region,2001,Age in broad groups for the census usually resident population count,65-*,19164,number,Number of people,
Hawke's Bay,Hawke's Bay Region,2001,Age in broad groups for the census usually resident population count,Total people,142947,number,Number of people,
Hawke's Bay,Hawke's Bay Region,2006,Age in broad groups for the census usually resident population count,*-14,33987,number,Number of people,
Hawke's Bay,Hawke's Bay Region,2006,Age in broad groups for the census usually resident population count,15-64,93303,number,Number of people,
Hawke's Bay,Hawke's Bay Region,2006,Age in broad groups for the census usually resident population count,65-*,20490,number,Number of people,
Hawke's Bay,Hawke's Bay Region,2006,Age in broad groups for the census usually resident population count,Total people,147783,number,Number of people,
Hawke's Bay,Hawke's Bay Region,2013,Age in broad groups for the census usually resident population count,*-14,32898,number,Number of people,
Hawke's Bay,Hawke's Bay Region,2013,Age in broad groups for the census usually resident population count,15-64,92823,number,Number of people,
Hawke's Bay,Hawke's Bay Region,2013,Age in broad groups for the census usually resident population count,65-*,25461,number,Number of people,
Hawke's Bay,Hawke's Bay Region,2013,Age in broad groups for the census usually resident population count,Total people,151179,number,Number of people,
Taranaki,Taranaki Region,2001,Age in five-year groups for the census usually resident population count,0-4,7236,number,Number of people,
Taranaki,Taranaki Region,2001,Age in five-year groups for the census usually resident population count,5-9,8229,number,Number of people,
Taranaki,Taranaki Region,2001,Age in five-year groups for the census usually resident population count,10-14,8895,number,Number of people,
Taranaki,Taranaki Region,2001,Age in five-year groups for the census usually resident population count,15-19,7185,number,Number of people,
Taranaki,Taranaki Region,2001,Age in five-year groups for the census usually resident population count,20-24,5238,number,Number of people,
Taranaki,Taranaki Region,2001,Age in five-year groups for the census usually resident population count,25-29,5799,number,Number of people,
Taranaki,Taranaki Region,2001,Age in five-year groups for the census usually resident population count,30-34,6885,number,Number of people,
Taranaki,Taranaki Region,2001,Age in five-year groups for the census usually resident population count,35-39,7749,number,Number of people,
Taranaki,Taranaki Region,2001,Age in five-year groups for the census usually resident population count,40-44,7920,number,Number of people,
Taranaki,Taranaki Region,2001,Age in five-year groups for the census usually resident population count,45-49,7014,number,Number of people,
Taranaki,Taranaki Region,2001,Age in five-year groups for the census usually resident population count,50-54,6492,number,Number of people,
Taranaki,Taranaki Region,2001,Age in five-year groups for the census usually resident population count,55-59,5130,number,Number of people,
Taranaki,Taranaki Region,2001,Age in five-year groups for the census usually resident population count,60-64,4506,number,Number of people,
Taranaki,Taranaki Region,2001,Age in five-year groups for the census usually resident population count,65-*,14577,number,Number of people,
Taranaki,Taranaki Region,2001,Age in five-year groups for the census usually resident population count,Total people,102858,number,Number of people,
Taranaki,Taranaki Region,2006,Age in five-year groups for the census usually resident population count,0-4,6861,number,Number of people,
Taranaki,Taranaki Region,2006,Age in five-year groups for the census usually resident population count,5-9,7500,number,Number of people,
Taranaki,Taranaki Region,2006,Age in five-year groups for the census usually resident population count,10-14,8316,number,Number of people,
Taranaki,Taranaki Region,2006,Age in five-year groups for the census usually resident population count,15-19,7617,number,Number of people,
Taranaki,Taranaki Region,2006,Age in five-year groups for the census usually resident population count,20-24,5451,number,Number of people,
Taranaki,Taranaki Region,2006,Age in five-year groups for the census usually resident population count,25-29,5475,number,Number of people,
Taranaki,Taranaki Region,2006,Age in five-year groups for the census usually resident population count,30-34,6480,number,Number of people,
Taranaki,Taranaki Region,2006,Age in five-year groups for the census usually resident population count,35-39,7296,number,Number of people,
Taranaki,Taranaki Region,2006,Age in five-year groups for the census usually resident population count,40-44,7887,number,Number of people,
Taranaki,Taranaki Region,2006,Age in five-year groups for the census usually resident population count,45-49,7659,number,Number of people,
Taranaki,Taranaki Region,2006,Age in five-year groups for the census usually resident population count,50-54,6837,number,Number of people,
Taranaki,Taranaki Region,2006,Age in five-year groups for the census usually resident population count,55-59,6387,number,Number of people,
Taranaki,Taranaki Region,2006,Age in five-year groups for the census usually resident population count,60-64,4953,number,Number of people,
Taranaki,Taranaki Region,2006,Age in five-year groups for the census usually resident population count,65-*,15411,number,Number of people,
Taranaki,Taranaki Region,2006,Age in five-year groups for the census usually resident population count,Total people,104124,number,Number of people,
Taranaki,Taranaki Region,2013,Age in five-year groups for the census usually resident population count,0-4,7875,number,Number of people,
Taranaki,Taranaki Region,2013,Age in five-year groups for the census usually resident population count,5-9,7602,number,Number of people,
Taranaki,Taranaki Region,2013,Age in five-year groups for the census usually resident population count,10-14,7662,number,Number of people,
Taranaki,Taranaki Region,2013,Age in five-year groups for the census usually resident population count,15-19,6846,number,Number of people,
Taranaki,Taranaki Region,2013,Age in five-year groups for the census usually resident population count,20-24,6075,number,Number of people,
Taranaki,Taranaki Region,2013,Age in five-year groups for the census usually resident population count,25-29,6015,number,Number of people,
Taranaki,Taranaki Region,2013,Age in five-year groups for the census usually resident population count,30-34,6123,number,Number of people,
Taranaki,Taranaki Region,2013,Age in five-year groups for the census usually resident population count,35-39,6726,number,Number of people,
Taranaki,Taranaki Region,2013,Age in five-year groups for the census usually resident population count,40-44,7725,number,Number of people,
Taranaki,Taranaki Region,2013,Age in five-year groups for the census usually resident population count,45-49,7497,number,Number of people,
Taranaki,Taranaki Region,2013,Age in five-year groups for the census usually resident population count,50-54,8010,number,Number of people,
Taranaki,Taranaki Region,2013,Age in five-year groups for the census usually resident population count,55-59,7170,number,Number of people,
Taranaki,Taranaki Region,2013,Age in five-year groups for the census usually resident population count,60-64,6480,number,Number of people,
Taranaki,Taranaki Region,2013,Age in five-year groups for the census usually resident population count,65-*,17802,number,Number of people,
Taranaki,Taranaki Region,2013,Age in five-year groups for the census usually resident population count,Total people,109608,number,Number of people,
Taranaki,Taranaki Region,2001,Age in broad groups for the census usually resident population count,*-14,24360,number,Number of people,
Taranaki,Taranaki Region,2001,Age in broad groups for the census usually resident population count,15-64,63921,number,Number of people,
Taranaki,Taranaki Region,2001,Age in broad groups for the census usually resident population count,65-*,14577,number,Number of people,
Taranaki,Taranaki Region,2001,Age in broad groups for the census usually resident population count,Total people,102858,number,Number of people,
Taranaki,Taranaki Region,2006,Age in broad groups for the census usually resident population count,*-14,22677,number,Number of people,
Taranaki,Taranaki Region,2006,Age in broad groups for the census usually resident population count,15-64,66036,number,Number of people,
Taranaki,Taranaki Region,2006,Age in broad groups for the census usually resident population count,65-*,15411,number,Number of people,
Taranaki,Taranaki Region,2006,Age in broad groups for the census usually resident population count,Total people,104124,number,Number of people,
Taranaki,Taranaki Region,2013,Age in broad groups for the census usually resident population count,*-14,23139,number,Number of people,
Taranaki,Taranaki Region,2013,Age in broad groups for the census usually resident population count,15-64,68667,number,Number of people,
Taranaki,Taranaki Region,2013,Age in broad groups for the census usually resident population count,65-*,17802,number,Number of people,
Taranaki,Taranaki Region,2013,Age in broad groups for the census usually resident population count,Total people,109608,number,Number of people,
Manawatū-Whanganui,Manawatu-Wanganui Region,2001,Age in five-year groups for the census usually resident population count,0-4,15921,number,Number of people,
Manawatū-Whanganui,Manawatu-Wanganui Region,2001,Age in five-year groups for the census usually resident population count,5-9,17214,number,Number of people,
Manawatū-Whanganui,Manawatu-Wanganui Region,2001,Age in five-year groups for the census usually resident population count,10-14,18090,number,Number of people,
Manawatū-Whanganui,Manawatu-Wanganui Region,2001,Age in five-year groups for the census usually resident population count,15-19,16350,number,Number of people,
Manawatū-Whanganui,Manawatu-Wanganui Region,2001,Age in five-year groups for the census usually resident population count,20-24,14403,number,Number of people,
Manawatū-Whanganui,Manawatu-Wanganui Region,2001,Age in five-year groups for the census usually resident population count,25-29,13359,number,Number of people,
Manawatū-Whanganui,Manawatu-Wanganui Region,2001,Age in five-year groups for the census usually resident population count,30-34,14574,number,Number of people,
Manawatū-Whanganui,Manawatu-Wanganui Region,2001,Age in five-year groups for the census usually resident population count,35-39,16545,number,Number of people,
Manawatū-Whanganui,Manawatu-Wanganui Region,2001,Age in five-year groups for the census usually resident population count,40-44,16170,number,Number of people,
Manawatū-Whanganui,Manawatu-Wanganui Region,2001,Age in five-year groups for the census usually resident population count,45-49,14346,number,Number of people,
Manawatū-Whanganui,Manawatu-Wanganui Region,2001,Age in five-year groups for the census usually resident population count,50-54,13257,number,Number of people,
Manawatū-Whanganui,Manawatu-Wanganui Region,2001,Age in five-year groups for the census usually resident population count,55-59,10668,number,Number of people,
Manawatū-Whanganui,Manawatu-Wanganui Region,2001,Age in five-year groups for the census usually resident population count,60-64,9588,number,Number of people,
Manawatū-Whanganui,Manawatu-Wanganui Region,2001,Age in five-year groups for the census usually resident population count,65-*,29607,number,Number of people,
Manawatū-Whanganui,Manawatu-Wanganui Region,2001,Age in five-year groups for the census usually resident population count,Total people,220089,number,Number of people,
Manawatū-Whanganui,Manawatu-Wanganui Region,2006,Age in five-year groups for the census usually resident population count,0-4,14757,number,Number of people,
Manawatū-Whanganui,Manawatu-Wanganui Region,2006,Age in five-year groups for the census usually resident population count,5-9,16131,number,Number of people,
Manawatū-Whanganui,Manawatu-Wanganui Region,2006,Age in five-year groups for the census usually resident population count,10-14,17535,number,Number of people,
Manawatū-Whanganui,Manawatu-Wanganui Region,2006,Age in five-year groups for the census usually resident population count,15-19,17592,number,Number of people,
Manawatū-Whanganui,Manawatu-Wanganui Region,2006,Age in five-year groups for the census usually resident population count,20-24,14634,number,Number of people,
Manawatū-Whanganui,Manawatu-Wanganui Region,2006,Age in five-year groups for the census usually resident population count,25-29,11946,number,Number of people,
Manawatū-Whanganui,Manawatu-Wanganui Region,2006,Age in five-year groups for the census usually resident population count,30-34,13464,number,Number of people,
Manawatū-Whanganui,Manawatu-Wanganui Region,2006,Age in five-year groups for the census usually resident population count,35-39,14775,number,Number of people,
Manawatū-Whanganui,Manawatu-Wanganui Region,2006,Age in five-year groups for the census usually resident population count,40-44,16479,number,Number of people,
Manawatū-Whanganui,Manawatu-Wanganui Region,2006,Age in five-year groups for the census usually resident population count,45-49,15861,number,Number of people,
Manawatū-Whanganui,Manawatu-Wanganui Region,2006,Age in five-year groups for the census usually resident population count,50-54,14040,number,Number of people,
Manawatū-Whanganui,Manawatu-Wanganui Region,2006,Age in five-year groups for the census usually resident population count,55-59,12990,number,Number of people,
Manawatū-Whanganui,Manawatu-Wanganui Region,2006,Age in five-year groups for the census usually resident population count,60-64,10467,number,Number of people,
Manawatū-Whanganui,Manawatu-Wanganui Region,2006,Age in five-year groups for the census usually resident population count,65-*,31752,number,Number of people,
Manawatū-Whanganui,Manawatu-Wanganui Region,2006,Age in five-year groups for the census usually resident population count,Total people,222423,number,Number of people,
Manawatū-Whanganui,Manawatu-Wanganui Region,2013,Age in five-year groups for the census usually resident population count,0-4,15273,number,Number of people,
Manawatū-Whanganui,Manawatu-Wanganui Region,2013,Age in five-year groups for the census usually resident population count,5-9,15003,number,Number of people,
Manawatū-Whanganui,Manawatu-Wanganui Region,2013,Age in five-year groups for the census usually resident population count,10-14,15270,number,Number of people,
Manawatū-Whanganui,Manawatu-Wanganui Region,2013,Age in five-year groups for the census usually resident population count,15-19,16023,number,Number of people,
Manawatū-Whanganui,Manawatu-Wanganui Region,2013,Age in five-year groups for the census usually resident population count,20-24,15195,number,Number of people,
Manawatū-Whanganui,Manawatu-Wanganui Region,2013,Age in five-year groups for the census usually resident population count,25-29,12318,number,Number of people,
Manawatū-Whanganui,Manawatu-Wanganui Region,2013,Age in five-year groups for the census usually resident population count,30-34,11634,number,Number of people,
Manawatū-Whanganui,Manawatu-Wanganui Region,2013,Age in five-year groups for the census usually resident population count,35-39,12354,number,Number of people,
Manawatū-Whanganui,Manawatu-Wanganui Region,2013,Age in five-year groups for the census usually resident population count,40-44,14304,number,Number of people,
Manawatū-Whanganui,Manawatu-Wanganui Region,2013,Age in five-year groups for the census usually resident population count,45-49,14982,number,Number of people,
Manawatū-Whanganui,Manawatu-Wanganui Region,2013,Age in five-year groups for the census usually resident population count,50-54,16005,number,Number of people,
Manawatū-Whanganui,Manawatu-Wanganui Region,2013,Age in five-year groups for the census usually resident population count,55-59,14229,number,Number of people,
Manawatū-Whanganui,Manawatu-Wanganui Region,2013,Age in five-year groups for the census usually resident population count,60-64,12951,number,Number of people,
Manawatū-Whanganui,Manawatu-Wanganui Region,2013,Age in five-year groups for the census usually resident population count,65-*,37125,number,Number of people,
Manawatū-Whanganui,Manawatu-Wanganui Region,2013,Age in five-year groups for the census usually resident population count,Total people,222672,number,Number of people,
Manawatū-Whanganui,Manawatu-Wanganui Region,2001,Age in broad groups for the census usually resident population count,*-14,51225,number,Number of people,
Manawatū-Whanganui,Manawatu-Wanganui Region,2001,Age in broad groups for the census usually resident population count,15-64,139257,number,Number of people,
Manawatū-Whanganui,Manawatu-Wanganui Region,2001,Age in broad groups for the census usually resident population count,65-*,29610,number,Number of people,
Manawatū-Whanganui,Manawatu-Wanganui Region,2001,Age in broad groups for the census usually resident population count,Total people,220089,number,Number of people,
Manawatū-Whanganui,Manawatu-Wanganui Region,2006,Age in broad groups for the census usually resident population count,*-14,48423,number,Number of people,
Manawatū-Whanganui,Manawatu-Wanganui Region,2006,Age in broad groups for the census usually resident population count,15-64,142248,number,Number of people,
Manawatū-Whanganui,Manawatu-Wanganui Region,2006,Age in broad groups for the census usually resident population count,65-*,31752,number,Number of people,
Manawatū-Whanganui,Manawatu-Wanganui Region,2006,Age in broad groups for the census usually resident population count,Total people,222423,number,Number of people,
Manawatū-Whanganui,Manawatu-Wanganui Region,2013,Age in broad groups for the census usually resident population count,*-14,45546,number,Number of people,
Manawatū-Whanganui,Manawatu-Wanganui Region,2013,Age in broad groups for the census usually resident population count,15-64,139995,number,Number of people,
Manawatū-Whanganui,Manawatu-Wanganui Region,2013,Age in broad groups for the census usually resident population count,65-*,37125,number,Number of people,
Manawatū-Whanganui,Manawatu-Wanganui Region,2013,Age in broad groups for the census usually resident population count,Total people,222672,number,Number of people,
Wellington,Wellington Region,2001,Age in five-year groups for the census usually resident population count,0-4,30687,number,Number of people,
Wellington,Wellington Region,2001,Age in five-year groups for the census usually resident population count,5-9,30972,number,Number of people,
Wellington,Wellington Region,2001,Age in five-year groups for the census usually resident population count,10-14,31134,number,Number of people,
Wellington,Wellington Region,2001,Age in five-year groups for the census usually resident population count,15-19,28728,number,Number of people,
Wellington,Wellington Region,2001,Age in five-year groups for the census usually resident population count,20-24,29775,number,Number of people,
Wellington,Wellington Region,2001,Age in five-year groups for the census usually resident population count,25-29,31293,number,Number of people,
Wellington,Wellington Region,2001,Age in five-year groups for the census usually resident population count,30-34,34764,number,Number of people,
Wellington,Wellington Region,2001,Age in five-year groups for the census usually resident population count,35-39,35490,number,Number of people,
Wellington,Wellington Region,2001,Age in five-year groups for the census usually resident population count,40-44,32655,number,Number of people,
Wellington,Wellington Region,2001,Age in five-year groups for the census usually resident population count,45-49,28014,number,Number of people,
Wellington,Wellington Region,2001,Age in five-year groups for the census usually resident population count,50-54,26565,number,Number of people,
Wellington,Wellington Region,2001,Age in five-year groups for the census usually resident population count,55-59,20127,number,Number of people,
Wellington,Wellington Region,2001,Age in five-year groups for the census usually resident population count,60-64,16635,number,Number of people,
Wellington,Wellington Region,2001,Age in five-year groups for the census usually resident population count,65-*,46929,number,Number of people,
Wellington,Wellington Region,2001,Age in five-year groups for the census usually resident population count,Total people,423765,number,Number of people,
Wellington,Wellington Region,2006,Age in five-year groups for the census usually resident population count,0-4,30378,number,Number of people,
Wellington,Wellington Region,2006,Age in five-year groups for the census usually resident population count,5-9,30423,number,Number of people,
Wellington,Wellington Region,2006,Age in five-year groups for the census usually resident population count,10-14,31647,number,Number of people,
Wellington,Wellington Region,2006,Age in five-year groups for the census usually resident population count,15-19,32877,number,Number of people,
Wellington,Wellington Region,2006,Age in five-year groups for the census usually resident population count,20-24,32913,number,Number of people,
Wellington,Wellington Region,2006,Age in five-year groups for the census usually resident population count,25-29,29964,number,Number of people,
Wellington,Wellington Region,2006,Age in five-year groups for the census usually resident population count,30-34,33870,number,Number of people,
Wellington,Wellington Region,2006,Age in five-year groups for the census usually resident population count,35-39,35685,number,Number of people,
Wellington,Wellington Region,2006,Age in five-year groups for the census usually resident population count,40-44,35589,number,Number of people,
Wellington,Wellington Region,2006,Age in five-year groups for the census usually resident population count,45-49,32409,number,Number of people,
Wellington,Wellington Region,2006,Age in five-year groups for the census usually resident population count,50-54,27375,number,Number of people,
Wellington,Wellington Region,2006,Age in five-year groups for the census usually resident population count,55-59,25374,number,Number of people,
Wellington,Wellington Region,2006,Age in five-year groups for the census usually resident population count,60-64,19047,number,Number of people,
Wellington,Wellington Region,2006,Age in five-year groups for the census usually resident population count,65-*,51408,number,Number of people,
Wellington,Wellington Region,2006,Age in five-year groups for the census usually resident population count,Total people,448956,number,Number of people,
Wellington,Wellington Region,2013,Age in five-year groups for the census usually resident population count,0-4,31353,number,Number of people,
Wellington,Wellington Region,2013,Age in five-year groups for the census usually resident population count,5-9,30603,number,Number of people,
Wellington,Wellington Region,2013,Age in five-year groups for the census usually resident population count,10-14,30051,number,Number of people,
Wellington,Wellington Region,2013,Age in five-year groups for the census usually resident population count,15-19,32892,number,Number of people,
Wellington,Wellington Region,2013,Age in five-year groups for the census usually resident population count,20-24,35412,number,Number of people,
Wellington,Wellington Region,2013,Age in five-year groups for the census usually resident population count,25-29,30432,number,Number of people,
Wellington,Wellington Region,2013,Age in five-year groups for the census usually resident population count,30-34,31092,number,Number of people,
Wellington,Wellington Region,2013,Age in five-year groups for the census usually resident population count,35-39,32178,number,Number of people,
Wellington,Wellington Region,2013,Age in five-year groups for the census usually resident population count,40-44,35628,number,Number of people,
Wellington,Wellington Region,2013,Age in five-year groups for the census usually resident population count,45-49,34359,number,Number of people,
Wellington,Wellington Region,2013,Age in five-year groups for the census usually resident population count,50-54,33126,number,Number of people,
Wellington,Wellington Region,2013,Age in five-year groups for the census usually resident population count,55-59,27552,number,Number of people,
Wellington,Wellington Region,2013,Age in five-year groups for the census usually resident population count,60-64,24369,number,Number of people,
Wellington,Wellington Region,2013,Age in five-year groups for the census usually resident population count,65-*,62268,number,Number of people,
Wellington,Wellington Region,2013,Age in five-year groups for the census usually resident population count,Total people,471315,number,Number of people,
Wellington,Wellington Region,2001,Age in broad groups for the census usually resident population count,*-14,92793,number,Number of people,
Wellington,Wellington Region,2001,Age in broad groups for the census usually resident population count,15-64,284046,number,Number of people,
Wellington,Wellington Region,2001,Age in broad groups for the census usually resident population count,65-*,46929,number,Number of people,
Wellington,Wellington Region,2001,Age in broad groups for the census usually resident population count,Total people,423765,number,Number of people,
Wellington,Wellington Region,2006,Age in broad groups for the census usually resident population count,*-14,92448,number,Number of people,
Wellington,Wellington Region,2006,Age in broad groups for the census usually resident population count,15-64,305103,number,Number of people,
Wellington,Wellington Region,2006,Age in broad groups for the census usually resident population count,65-*,51405,number,Number of people,
Wellington,Wellington Region,2006,Age in broad groups for the census usually resident population count,Total people,448956,number,Number of people,
Wellington,Wellington Region,2013,Age in broad groups for the census usually resident population count,*-14,92007,number,Number of people,
Wellington,Wellington Region,2013,Age in broad groups for the census usually resident population count,15-64,317043,number,Number of people,
Wellington,Wellington Region,2013,Age in broad groups for the census usually resident population count,65-*,62268,number,Number of people,
Wellington,Wellington Region,2013,Age in broad groups for the census usually resident population count,Total people,471315,number,Number of people,
Tasman,Tasman Region,2001,Age in five-year groups for the census usually resident population count,0-4,2808,number,Number of people,
Tasman,Tasman Region,2001,Age in five-year groups for the census usually resident population count,5-9,3279,number,Number of people,
Tasman,Tasman Region,2001,Age in five-year groups for the census usually resident population count,10-14,3414,number,Number of people,
Tasman,Tasman Region,2001,Age in five-year groups for the census usually resident population count,15-19,2532,number,Number of people,
Tasman,Tasman Region,2001,Age in five-year groups for the census usually resident population count,20-24,1770,number,Number of people,
Tasman,Tasman Region,2001,Age in five-year groups for the census usually resident population count,25-29,2319,number,Number of people,
Tasman,Tasman Region,2001,Age in five-year groups for the census usually resident population count,30-34,2865,number,Number of people,
Tasman,Tasman Region,2001,Age in five-year groups for the census usually resident population count,35-39,3285,number,Number of people,
Tasman,Tasman Region,2001,Age in five-year groups for the census usually resident population count,40-44,3387,number,Number of people,
Tasman,Tasman Region,2001,Age in five-year groups for the census usually resident population count,45-49,3009,number,Number of people,
Tasman,Tasman Region,2001,Age in five-year groups for the census usually resident population count,50-54,3069,number,Number of people,
Tasman,Tasman Region,2001,Age in five-year groups for the census usually resident population count,55-59,2331,number,Number of people,
Tasman,Tasman Region,2001,Age in five-year groups for the census usually resident population count,60-64,1872,number,Number of people,
Tasman,Tasman Region,2001,Age in five-year groups for the census usually resident population count,65-*,5406,number,Number of people,
Tasman,Tasman Region,2001,Age in five-year groups for the census usually resident population count,Total people,41352,number,Number of people,
Tasman,Tasman Region,2006,Age in five-year groups for the census usually resident population count,0-4,2898,number,Number of people,
Tasman,Tasman Region,2006,Age in five-year groups for the census usually resident population count,5-9,3207,number,Number of people,
Tasman,Tasman Region,2006,Age in five-year groups for the census usually resident population count,10-14,3501,number,Number of people,
Tasman,Tasman Region,2006,Age in five-year groups for the census usually resident population count,15-19,2817,number,Number of people,
Tasman,Tasman Region,2006,Age in five-year groups for the census usually resident population count,20-24,1797,number,Number of people,
Tasman,Tasman Region,2006,Age in five-year groups for the census usually resident population count,25-29,1887,number,Number of people,
Tasman,Tasman Region,2006,Age in five-year groups for the census usually resident population count,30-34,2745,number,Number of people,
Tasman,Tasman Region,2006,Age in five-year groups for the census usually resident population count,35-39,3279,number,Number of people,
Tasman,Tasman Region,2006,Age in five-year groups for the census usually resident population count,40-44,3714,number,Number of people,
Tasman,Tasman Region,2006,Age in five-year groups for the census usually resident population count,45-49,3708,number,Number of people,
Tasman,Tasman Region,2006,Age in five-year groups for the census usually resident population count,50-54,3267,number,Number of people,
Tasman,Tasman Region,2006,Age in five-year groups for the census usually resident population count,55-59,3258,number,Number of people,
